id,planet_radius,planet_type,discovery_Method,planet_mass,discovery_date,orbital_radius,orbital_period,eccentricity
5319,0.328 x Jupiter,Neptune-like,Transit,7.13 Earths,2012,0.1283 AU,16.2 days,0.0
5320,1.498 x Earth,Super Earth,Transit,3.83 Earths,2012,0.1153 AU,13.9 days,0.0
5321,0.728 x Jupiter,Gas Giant,Transit,0.127 Jupiters,2011,0.60347 AU,131.5 days,0.04
5322,0.764 x Jupiter,Gas Giant,Transit,0.22 Jupiters,2011,1.0896 AU,288.8 days,0.18
5323,0.398 x Jupiter,Neptune-like,Transit,9.6 Earths,2011,0.2535 AU,41 days,0.0
5324,0.359 x Jupiter,Neptune-like,Transit,5.57 Earths,2011,0.2138 AU,31.8 days,0.0
5325,0.477 x Jupiter,Neptune-like,Transit,3.91 Earths,2011,0.1662 AU,21.8 days,0.0
5326,1.99 x Earth,Super Earth,Transit,4.62 Earths,2014,0.049 AU,4.3 days,0.0
5327,1.27 x Earth,Super Earth,Transit,2.15 Earths,2014,0.04 AU,3.1 days,0.0
5328,0.269 x Jupiter,Neptune-like,Transit,9.32 Earths,2014,0.229 AU,41.9 days,0.0
5329,1.5 x Earth,Super Earth,Transit,2.86 Earths,2014,0.109 AU,13.8 days,0.0
5330,2.0 x Earth,Super Earth,Transit,4.66 Earths,2014,0.064 AU,6.4 days,0.0
5331,1.64 x Earth,Super Earth,Transit,3.33 Earths,2014,0.036 AU,2.7 days,0.0
5332,0.257 x Jupiter,Neptune-like,Transit,8.65 Earths,2014,0.142 AU,20.6 days,0.0
5333,0.259 x Jupiter,Neptune-like,Transit,8.75 Earths,2014,0.085 AU,9.6 days,0.0
5334,0.779 x Jupiter,Neptune-like,Transit,14.7 Earths,2013,0.2655 AU,49.4 days,0.0
5335,2.51 x Earth,Super Earth,Transit,15.2 Earths,2014,0.163 AU,25.8 days,0.0
5336,0.232 x Jupiter,Neptune-like,Transit,23 Earths,2014,0.102 AU,12.8 days,0.0
5337,1.43 x Earth,Super Earth,Transit,2.63 Earths,2014,0.058 AU,5.4 days,0.0
5338,0.228 x Jupiter,Neptune-like,Transit,7.08 Earths,2014,0.105 AU,11.9 days,0.0
5339,2.19 x Earth,Neptune-like,Transit,5.43 Earths,2014,0.677 AU,247.4 days,0.0
5340,1.49 x Earth,Super Earth,Transit,2.83 Earths,2014,0.214 AU,44 days,0.0
5341,0.217 x Jupiter,Neptune-like,Transit,6.48 Earths,2014,0.074 AU,8 days,0.0
5342,1.29 x Earth,Super Earth,Transit,2.21 Earths,2014,0.048 AU,4.3 days,0.0
5343,0.246 x Jupiter,Neptune-like,Transit,8.05 Earths,2014,0.211 AU,35.1 days,0.0
5344,0.255 x Jupiter,Neptune-like,Transit,8.55 Earths,2014,0.068 AU,6.4 days,0.0
5345,0.21 x Jupiter,Neptune-like,Transit,6.12 Earths,2014,0.04 AU,2.9 days,0.0
5346,1.89 x Earth,Super Earth,Transit,4.23 Earths,2014,0.223 AU,39.6 days,0.0
5347,0.228 x Jupiter,Neptune-like,Transit,7.08 Earths,2014,0.098 AU,11.5 days,0.0
5348,0.255 x Jupiter,Neptune-like,Transit,8.55 Earths,2014,0.131 AU,16.7 days,0.0
5349,0.285 x Jupiter,Gas Giant,Transit,0.26 Jupiters,2014,0.08 AU,7.9 days,0.0
5350,0.23 x Jupiter,Neptune-like,Transit,7.18 Earths,2014,0.359 AU,87.1 days,0.0
5351,1.36 x Jupiter,Gas Giant,Transit,1.49 Jupiters,2006,0.03563 AU,2.5 days,0.0
5352,1.512 x Jupiter,Gas Giant,Transit,9.28 Jupiters,2011,0.03641 AU,1.8 days,0.0
5353,1.64 x Earth,Super Earth,Transit,8.41466 Earths,2010,0.0273 AU,1.6 days,0.0
5354,0.721 x Jupiter,Neptune-like,Transit,29.9 Earths,2010,0.227 AU,39 days,0.07
5355,0.74 x Jupiter,Gas Giant,Transit,0.13655 Jupiters,2010,0.143 AU,19.2 days,0.06
5356,1.622 x Jupiter,Gas Giant,Transit,0.441 Jupiters,2009,0.06067 AU,4.9 days,0.0
5357,1.304 x Jupiter,Gas Giant,Transit,0.668 Jupiters,2009,0.04852 AU,3.2 days,0.0
5358,1.426 x Jupiter,Gas Giant,Transit,2.111 Jupiters,2009,0.0538 AU,3.5 days,0.0
5359,3.2 x Earth,Terrestrial,Transit,0.39 Earths,2011,0.1189 AU,13.2 days,0.0
5360,1.74 x Earth,Super Earth,Transit,3.68 Earths,2011,0.0677 AU,5.7 days,0.0
5361,0.82 x Earth,Terrestrial,Transit,0.477 Earths,2012,0.013 AU,0.7 days,0.0
5362,0.241 x Jupiter,Neptune-like,Transit,7.75 Earths,2012,0.13 AU,22.8 days,0.0
5363,2.0 x Earth,Neptune-like,Transit,0.5 Jupiters,2011,0.09 AU,8.8 days,0.0
5364,2.2 x Earth,Gas Giant,Transit,4.1 Jupiters,2011,0.05 AU,5.9 days,0.0
5365,0.473 x Jupiter,Gas Giant,Transit,4.7 Jupiters,2011,0.26 AU,42.6 days,0.0
5366,0.491 x Jupiter,Neptune-like,Transit,25.9 Earths,2011,0.16 AU,20.9 days,0.0
5367,0.785 x Jupiter,Neptune-like,Transit,23.1 Earths,2012,0.5 AU,143.3 days,0.02
5368,1.097 x Jupiter,Gas Giant,Transit,2.01 Jupiters,2012,0.3 AU,60.3 days,0.01
5369,1.31 x Jupiter,Gas Giant,Transit,2.45 Jupiters,2011,0.02591 AU,1.5 days,< 0.011
5370,0.754 x Jupiter,Gas Giant,Transit,0.333 Jupiters,2011,0.7048 AU,228.8 days,0.01
5371,1.25 x Earth,Super Earth,Transit,2.1 Earths,2014,0.075 AU,8.3 days,0.0
5372,1.21 x Earth,Super Earth,Transit,1.92 Earths,2014,0.062 AU,6.2 days,0.0
5373,1.13 x Earth,Super Earth,Transit,1.51 Earths,2014,0.04 AU,3.3 days,0.0
5374,1.46 x Earth,Super Earth,Transit,2.73 Earths,2014,0.056 AU,4.4 days,0.0
5375,1.674 x Earth,Super Earth,Transit,3.44 Earths,2014,0.0684 AU,7.4 days,0.0
5376,1.718 x Earth,Super Earth,Transit,3.6 Earths,2014,0.04825 AU,4.4 days,0.0
5377,0.212 x Jupiter,Neptune-like,Transit,6.26 Earths,2014,0.195 AU,34.3 days,0.0
5378,2.23 x Earth,Neptune-like,Transit,5.6 Earths,2014,0.11 AU,15.3 days,0.0
5379,0.207 x Jupiter,Neptune-like,Transit,5.99 Earths,2014,0.072 AU,8.2 days,0.0
5380,0.219 x Jupiter,Neptune-like,Transit,6.57 Earths,2014,0.187 AU,29 days,0.0
5381,1.41 x Earth,Super Earth,Transit,2.57 Earths,2014,0.058 AU,5 days,0.0
5382,0.202 x Jupiter,Neptune-like,Transit,5.73 Earths,2014,0.152 AU,21.3 days,0.0
5383,1.05 x Earth,Super Earth,Transit,1.16 Earths,2014,0.078 AU,7.8 days,0.0
5384,1.26 x Earth,Super Earth,Transit,2.13 Earths,2014,0.069 AU,6.9 days,0.0
5385,2.05 x Earth,Super Earth,Transit,11.8 Earths,2014,0.068 AU,7.1 days,0.0
5386,2.12 x Earth,Super Earth,Transit,12.1 Earths,2014,0.054 AU,4.9 days,0.0
5387,1.715 x Earth,Super Earth,Transit,3.59 Earths,2014,0.05511 AU,4.3 days,0.0
5388,0.96 x Jupiter,Gas Giant,Transit,0.66 Jupiters,2011,0.05714 AU,4.9 days,0.06
5389,0.304 x Jupiter,Neptune-like,Transit,11.5 Earths,2014,0.218 AU,43.6 days,0.0
5390,0.212 x Jupiter,Neptune-like,Transit,6.26 Earths,2014,0.082 AU,10.1 days,0.0
5391,1.9 x Earth,Super Earth,Transit,4.27 Earths,2014,0.158 AU,28.6 days,0.0
5392,2.24 x Earth,Neptune-like,Transit,5.65 Earths,2014,0.11 AU,13.5 days,0.0
5393,1.32 x Earth,Super Earth,Transit,2.3 Earths,2014,0.028 AU,1.7 days,0.0
5394,0.227 x Jupiter,Neptune-like,Transit,7.04 Earths,2014,0.117 AU,15.9 days,0.0
5395,2.24 x Earth,Neptune-like,Transit,5.65 Earths,2014,0.242 AU,52.7 days,0.0
5396,2.09 x Earth,Super Earth,Transit,5.02 Earths,2014,0.056 AU,5.9 days,0.0
5397,0.263 x Jupiter,Neptune-like,Transit,9.01 Earths,2014,0.303 AU,62.3 days,0.0
5398,0.226 x Jupiter,Neptune-like,Transit,6.94 Earths,2014,0.237 AU,46.9 days,0.0
5399,1.754 x Jupiter,Gas Giant,Transit,0.432 Jupiters,2011,0.0553 AU,4.4 days,0.0
5400,0.297 x Jupiter,Neptune-like,Transit,25 Earths,2010,0.466 AU,118.4 days,< 0.15
5401,0.222 x Jupiter,Neptune-like,Transit,2 Earths,2010,0.25 AU,46.7 days,0.01
5402,0.278 x Jupiter,Neptune-like,Transit,7.3 Earths,2010,0.155 AU,22.7 days,0.0
5403,0.256 x Jupiter,Neptune-like,Transit,2.9 Earths,2010,0.107 AU,13 days,0.03
5404,1.8 x Earth,Terrestrial,Transit,1.9 Earths,2010,0.091 AU,10.3 days,0.04
5405,2.355 x Earth,Super Earth,Transit,11.4 Earths,2011,0.241 AU,45.3 days,0.13
5406,1.3 x Jupiter,Gas Giant,Transit,0.52 Jupiters,2014,0.07939 AU,7.8 days,0.22
5407,1.11 x Jupiter,Gas Giant,Transit,27.23 Jupiters,2012,0.02466 AU,1.2 days,0.01
5408,1.582 x Earth,Super Earth,Transit,2.68 Earths,2015,0.1357 AU,24.6 days,0.05
5409,1.51 x Jupiter,Gas Giant,Transit,1.84 Jupiters,2008,0.03676 AU,2.2 days,0.0
5410,0.389 x Jupiter,Neptune-like,Transit,26.69772 Earths,2008,0.05254 AU,4.9 days,0.22
5411,0.209 x Jupiter,Neptune-like,Transit,4.5 Earths,2011,0.1087 AU,13.3 days,0.0
5412,0.227 x Jupiter,Neptune-like,Transit,5 Earths,2011,0.0919 AU,10.3 days,0.0
5413,1.857 x Earth,Neptune-like,Transit,2.06 Earths,2011,0.07106 AU,9 days,0.02
5414,0.437 x Jupiter,Gas Giant,Transit,13.8 Jupiters,2011,0.191 AU,31.3 days,0.0
5415,0.357 x Jupiter,Gas Giant,Transit,9.11 Jupiters,2011,0.118 AU,15.3 days,0.0
5416,0.215 x Jupiter,Neptune-like,Transit,6.39 Earths,2014,0.22 AU,46.8 days,0.0
5417,0.248 x Jupiter,Neptune-like,Transit,5.12 Earths,2011,0.08551 AU,12.3 days,0.02
5418,0.465 x Jupiter,Neptune-like,Transit,15.2 Earths,2011,0.111666 AU,12.7 days,0.01
5419,0.245 x Jupiter,Neptune-like,Transit,8.7 Earths,2011,0.069445 AU,6.2 days,0.0
5420,0.248 x Jupiter,Neptune-like,Transit,8.15 Earths,2014,0.138 AU,19 days,0.0
5421,2.514 x Earth,Super Earth,Transit,9.99 Earths,2011,0.1003 AU,12.3 days,0.01
5422,2.348 x Earth,Super Earth,Transit,11.14 Earths,2011,0.076 AU,8.1 days,0.02
5423,2.206 x Earth,Neptune-like,Transit,4.44 Earths,2014,0.122 AU,15.3 days,0.01
5424,1.638 x Earth,Super Earth,Transit,2.56 Earths,2011,0.0733 AU,7.1 days,0.02
5425,2.1 x Earth,Super Earth,Transit,9.1 Earths,2011,0.812 AU,289.9 days,< 0.72
5426,1.639 x Earth,Super Earth,Transit,7.5 Earths,2012,0.0434 AU,2.8 days,0.0
5427,0.952 x Earth,Super Earth,Transit,1.4 Earths,2011,0.1387 AU,19.6 days,< 0.094
5428,2.606 x Earth,Super Earth,Transit,13.4 Earths,2011,0.3474 AU,77.6 days,< 0.082
5429,0.258 x Jupiter,Neptune-like,Transit,11.1 Earths,2011,0.0936 AU,10.9 days,< 0.076
5430,1.773 x Earth,Super Earth,Transit,9.7 Earths,2011,0.04565 AU,3.7 days,< 0.083
5431,2.209 x Earth,Super Earth,Transit,6.1 Earths,2011,0.0846 AU,9.3 days,< 0.41
5432,0.623 x Jupiter,Neptune-like,Transit,16.4 Earths,2011,0.1172 AU,14.9 days,0.0
5433,0.49 x Jupiter,Neptune-like,Transit,17.3 Earths,2011,0.0752 AU,7.6 days,0.0
5434,0.261 x Jupiter,Neptune-like,Transit,8.85 Earths,2014,0.129 AU,18.9 days,0.0
5435,0.213 x Jupiter,Neptune-like,Transit,6.3 Earths,2014,0.356 AU,88.3 days,0.0
5436,0.249 x Jupiter,Neptune-like,Transit,8.2 Earths,2014,0.124 AU,18.2 days,0.0
5437,0.273 x Jupiter,Neptune-like,Transit,9.59 Earths,2014,0.116 AU,15.2 days,0.0
5438,0.278 x Jupiter,Neptune-like,Transit,9.91 Earths,2014,0.189 AU,30.8 days,0.0
5439,0.249 x Jupiter,Neptune-like,Transit,8.2 Earths,2014,0.104 AU,12.6 days,0.0
5440,1.25 x Earth,Super Earth,Transit,2.1 Earths,2014,0.044 AU,3.4 days,0.0
5441,0.353 x Jupiter,Neptune-like,Transit,14.9 Earths,2014,0.571 AU,160 days,0.0
5442,1.61 x Earth,Super Earth,Transit,3.22 Earths,2014,0.281 AU,55.3 days,0.0
5443,0.376 x Jupiter,Neptune-like,Transit,16.5 Earths,2014,0.184 AU,29.2 days,0.0
5444,0.321 x Jupiter,Neptune-like,Transit,12.6 Earths,2014,0.05 AU,4.2 days,0.0
5445,1.8 x Earth,Super Earth,Transit,3.89 Earths,2014,0.028 AU,1.7 days,0.0
5446,0.217 x Jupiter,Neptune-like,Transit,6.48 Earths,2014,0.216 AU,33.4 days,0.0
5447,1.53 x Earth,Super Earth,Transit,2.96 Earths,2014,0.113 AU,12.6 days,0.0
5448,0.279 x Jupiter,Neptune-like,Transit,9.96 Earths,2014,0.364 AU,76.7 days,0.0
5449,0.331 x Jupiter,Neptune-like,Transit,13.3 Earths,2014,0.2 AU,31.2 days,0.0
5450,0.385 x Jupiter,Gas Giant,Transit,0.25 Jupiters,2013,0.262351 AU,42.9 days,0.11
5451,0.236 x Jupiter,Neptune-like,Transit,37.1 Earths,2013,0.172939 AU,23 days,0.43
5452,1.35 x Earth,Super Earth,Transit,2.39 Earths,2014,0.094 AU,10.1 days,0.0
5453,1.33 x Earth,Super Earth,Transit,2.33 Earths,2014,0.066 AU,5.9 days,0.0
5454,0.301 x Jupiter,Neptune-like,Transit,11.3 Earths,2014,0.181 AU,27.1 days,0.0
5455,0.215 x Jupiter,Neptune-like,Transit,6.39 Earths,2014,0.127 AU,16 days,0.0
5456,2.16 x Earth,Neptune-like,Transit,5.31 Earths,2014,0.242 AU,41.8 days,0.0
5457,0.255 x Jupiter,Neptune-like,Transit,8.55 Earths,2014,0.057 AU,4.8 days,0.0
5458,1.41 x Earth,Super Earth,Transit,2.57 Earths,2014,0.067 AU,7 days,0.0
5459,0.69 x Earth,Terrestrial,Transit,0.257 Earths,2014,0.039 AU,3.1 days,0.0
5460,1.8 x Earth,Super Earth,Transit,3.89 Earths,2014,0.414 AU,91.4 days,0.0
5461,0.302 x Jupiter,Neptune-like,Transit,23.2558 Earths,2014,0.586 AU,157.1 days,0.0
5462,0.262 x Jupiter,Neptune-like,Transit,5.2879 Earths,2014,0.127 AU,15.8 days,0.0
5463,1.51 x Earth,Super Earth,Transit,2.1 Earths,2014,0.1288 AU,23.1 days,0.01
5464,0.64 x Earth,Terrestrial,Transit,0.07 Earths,2014,0.0753 AU,10.3 days,0.02
5465,1.88 x Earth,Super Earth,Transit,4.19 Earths,2014,0.13 AU,18.7 days,0.0
5466,1.47 x Earth,Super Earth,Transit,2.76 Earths,2014,0.077 AU,8.4 days,0.0
5467,2.05 x Earth,Super Earth,Transit,19.8 Earths,2014,0.106 AU,11.6 days,0.0
5468,1.16 x Earth,Super Earth,Transit,1.65 Earths,2014,0.103 AU,11.4 days,0.0
5469,1.81 x Earth,Super Earth,Transit,3.93 Earths,2014,0.067 AU,6 days,0.0
5470,2.0 x Earth,Super Earth,Transit,4.66 Earths,2014,0.06 AU,5.3 days,0.0
5471,0.253 x Jupiter,Neptune-like,Transit,8.45 Earths,2014,0.204 AU,31.5 days,0.0
5472,1.76 x Earth,Super Earth,Transit,3.75 Earths,2014,0.083 AU,8.1 days,0.0
5473,1.55 x Earth,Super Earth,Transit,3.02 Earths,2014,0.136 AU,18 days,0.0
5474,1.21 x Earth,Super Earth,Transit,1.92 Earths,2014,0.067 AU,6.2 days,0.0
5475,2.41 x Earth,Super Earth,Transit,16.13 Earths,2014,0.127825 AU,16.1 days,0.0
5476,1.64 x Earth,Super Earth,Transit,3.33 Earths,2014,0.377 AU,87.5 days,0.8
5477,1.02 x Earth,Super Earth,Transit,1.04 Earths,2014,0.079 AU,8.5 days,0.15
5478,0.225 x Jupiter,Gas Giant,Transit,0.13529 Jupiters,2014,0.39 AU,82.2 days,0.2
5479,2.4 x Earth,Super Earth,Transit,20 Earths,2014,0.13 AU,15.8 days,0.01
5480,1.421 x Earth,Super Earth,Transit,3.79 Earths,2013,0.125387 AU,15 days,0.0
5481,0.236 x Jupiter,Neptune-like,Transit,7.46 Earths,2014,0.28 AU,48.6 days,0.03
5482,0.237 x Jupiter,Neptune-like,Transit,7.56 Earths,2014,0.2 AU,29.4 days,0.03
5483,0.223 x Jupiter,Gas Giant,Transit,0.17176 Jupiters,2014,0.448 AU,100.3 days,0.02
5484,0.311 x Jupiter,Neptune-like,Transit,4.1 Earths,2014,0.386 AU,81.1 days,0.01
5485,0.332 x Jupiter,Neptune-like,Transit,5.9 Earths,2012,0.187 AU,27.4 days,0.03
5486,0.31 x Jupiter,Neptune-like,Transit,10.9 Earths,2012,0.117 AU,13.5 days,0.01
5487,1.201 x Earth,Super Earth,Transit,1.68 Earths,2013,0.00901 AU,0.4 days,0.0
5488,1.36 x Jupiter,Gas Giant,Orbital Brightness Modulation,2.01 Jupiters,2013,0.0274 AU,1.5 days,0.0
5489,1.05 x Jupiter,Gas Giant,Transit,10.1 Jupiters,2013,0.0818 AU,8.9 days,0.57
5490,1.58 x Earth,Super Earth,Transit,1.27942 Earths,2014,0.162 AU,21.9 days,0.19
5491,1.52 x Earth,Super Earth,Transit,4.11726 Earths,2014,0.099 AU,10.5 days,0.07
5492,0.211 x Jupiter,Neptune-like,Transit,6.21 Earths,2014,0.041 AU,4.2 days,0.0
5493,1.11 x Earth,Super Earth,Transit,1.41 Earths,2014,0.17 AU,31 days,0.0
5494,1.75 x Earth,Super Earth,Transit,3.71 Earths,2014,0.1 AU,13.8 days,0.0
5495,1.48 x Earth,Super Earth,Transit,2.79 Earths,2014,0.181 AU,26.7 days,0.0
5496,0.262 x Jupiter,Gas Giant,Transit,0.174 Jupiters,2014,0.135 AU,17.2 days,0.0
5497,1.75 x Earth,Super Earth,Transit Timing Variations,36 Earths,2014,0.287 AU,56.3 days,0.0
5498,0.232 x Jupiter,Neptune-like,Transit,27.7 Earths,2014,0.227 AU,38 days,0.0
5499,0.524 x Jupiter,Neptune-like,Transit,29 Earths,2014,0.108 AU,12.5 days,0.0
5500,0.209 x Jupiter,Neptune-like,Transit,6.08 Earths,2014,0.064 AU,5.8 days,0.0
5501,0.203 x Jupiter,Neptune-like,Transit,5.77 Earths,2014,0.216 AU,41 days,0.0
5502,1.53 x Earth,Super Earth,Transit,2.96 Earths,2014,0.088 AU,12.8 days,0.0
5503,2.15 x Earth,Super Earth,Transit,8.5 Earths,2014,0.055 AU,6.3 days,0.0
5504,0.92 x Earth,Terrestrial,Transit,0.721 Earths,2014,0.049 AU,4.1 days,0.0
5505,0.685 x Jupiter,Gas Giant,Transit,0.144 Jupiters,2014,0.141 AU,20.2 days,0.0
5506,1.96 x Earth,Super Earth,Transit,4.5 Earths,2014,0.073 AU,7.5 days,0.0
5507,1.101 x Jupiter,Gas Giant,Transit,1.84 Jupiters,2014,0.2804 AU,50.8 days,0.03
5508,0.719 x Jupiter,Neptune-like,Transit,29.875 Earths,2014,0.1445 AU,18.8 days,0.05
5509,0.305 x Jupiter,Neptune-like,Transit,11.6 Earths,2014,0.069 AU,6 days,0.0
5510,0.232 x Jupiter,Neptune-like,Transit,7.27 Earths,2014,0.087 AU,9 days,0.0
5511,1.09 x Earth,Super Earth,Transit,1.32 Earths,2014,0.036 AU,2.4 days,0.0
5512,1.58 x Earth,Super Earth,Transit,3.12 Earths,2014,0.046 AU,3.3 days,0.0
5513,1.83 x Earth,Super Earth,Transit,4.01 Earths,2014,0.107 AU,12.7 days,0.0
5514,0.236 x Jupiter,Neptune-like,Transit,8.2 Earths,2014,0.1546 AU,21.2 days,< 0.098
5515,0.73 x Jupiter,Gas Giant,Transit,0.16 Jupiters,2014,0.721 AU,190.3 days,0.04
5516,0.772 x Jupiter,Gas Giant,Transit,0.176 Jupiters,2014,0.292 AU,49.2 days,0.22
5517,2.903 x Earth,Super Earth,Transit,14.1 Earths,2014,0.12638 AU,14.7 days,< 0.1
5518,1.597 x Earth,Super Earth,Transit,10 Earths,2014,0.06064 AU,4.9 days,< 0.08
5519,1.536 x Earth,Super Earth,Transit,3.8 Earths,2014,0.04544 AU,3.2 days,< 0.1
5520,0.95 x Earth,Terrestrial,Transit,8.1 Earths,2014,0.16049 AU,24 days,0.0
5521,2.5 x Earth,Super Earth,Transit,10.44 Earths,2014,0.109803 AU,13.6 days,0.0
5522,1.31 x Earth,Super Earth,Transit,4.6 Earths,2014,0.0711 AU,7.1 days,0.0
5523,1.197 x Jupiter,Gas Giant,Transit,3.33 Jupiters,2011,0.06774 AU,5.5 days,0.43
5524,1.85 x Jupiter,Gas Giant,Transit,0.92 Jupiters,2011,0.04995 AU,3.5 days,0.0
5525,1.98 x Jupiter,Gas Giant,Transit,0.68 Jupiters,2011,0.03397 AU,2.2 days,0.16
5526,1.09 x Jupiter,Gas Giant,Transit,2.27 Jupiters,2011,0.061 AU,5 days,0.25
5527,1.44 x Jupiter,Gas Giant,Transit,0.83 Jupiters,2011,0.0419 AU,2.8 days,0.04
5528,1.17 x Jupiter,Gas Giant,Transit,0.88 Jupiters,2011,0.0667 AU,5.7 days,0.09
5529,1.212 x Jupiter,Gas Giant,Transit,0.626 Jupiters,2011,0.0434 AU,3.3 days,0.05
5530,1.02 x Jupiter,Gas Giant,Transit,0.62 Jupiters,2011,0.04 AU,3 days,0.0
5531,0.63 x Jupiter,Neptune-like,Transit,22.2481 Earths,2010,0.0479 AU,4.2 days,0.12
5532,1.135 x Jupiter,Gas Giant,Transit,0.569 Jupiters,2010,0.0466 AU,3.7 days,0.02
5533,1.3 x Jupiter,Gas Giant,Transit,0.75 Jupiters,2010,0.04651 AU,3.4 days,0.07
5534,1.368 x Jupiter,Gas Giant,Transit,2.09 Jupiters,2010,0.0232 AU,1.2 days,0.11
5535,0.833 x Jupiter,Gas Giant,Transit,0.274 Jupiters,2013,0.833 AU,282.5 days,0.21
5536,0.585 x Jupiter,Neptune-like,Transit,35 Earths,2013,0.3046 AU,54.3 days,0.02
5537,1.71 x Earth,Super Earth,Transit,10.5 Earths,2013,0.05119 AU,3.7 days,0.25
5538,0.867 x Earth,Terrestrial,Orbital Brightness Modulation,0.655 Earths,2011,0.0076 AU,0.3 days,
5539,0.759 x Earth,Terrestrial,Orbital Brightness Modulation,0.44 Earths,2011,0.006 AU,0.2 days,
5540,1.11 x Jupiter,Gas Giant,Transit,Unknown,2010,0.0477 AU,3.9 days,0.0
5541,1.25 x Jupiter (estimate),Gas Giant,Transit Timing Variations,0.674 Jupiters,2013,0.154121 AU,22.3 days,0.06
5542,0.307 x Jupiter,Neptune-like,Transit,9.5 Earths,2013,0.095822 AU,10.9 days,0.06
5543,1.48 x Earth,Super Earth,Transit,6.15 Earths,2014,0.050692 AU,4.6 days,0.0
5544,Unknown,Gas Giant,Radial Velocity,1.08 Jupiters,2014,Unknown,2.2 years,
5545,0.238 x Jupiter,Neptune-like,Transit,8.46 Earths,2014,0.126039 AU,16.2 days,0.0
5546,0.305 x Jupiter,Neptune-like,Transit,13 Earths,2014,0.102279 AU,11.5 days,0.0
5547,0.313 x Jupiter,Neptune-like,Transit,10.84 Earths,2014,0.03106 AU,2.5 days,0.0
5548,Unknown,Gas Giant,Radial Velocity,3 Jupiters,2014,Unknown,4 years,
5549,1.478 x Earth,Super Earth,Transit,4.66 Earths,2014,0.05343 AU,4.7 days,0.0
5550,0.313 x Jupiter,Gas Giant,Transit,0.202 Jupiters,2013,0.122268 AU,13.7 days,0.17
5551,1.367 x Jupiter,Gas Giant,Transit,0.81 Jupiters,2013,0.0731 AU,6.2 days,0.05
5552,0.548 x Jupiter,Neptune-like,Transit,6.4 Earths,2013,0.676 AU,191.2 days,0.04
5553,1.27 x Earth,Super Earth,Transit,0.6 Earths,2014,0.163 AU,25.2 days,0.0
5554,1.2 x Earth,Super Earth,Transit,1.87 Earths,2014,0.13 AU,17.9 days,0.0
5555,1.978 x Earth,Neptune-like,Transit,2.15 Earths,2012,0.1007 AU,12.5 days,0.03
5556,2.2 x Earth,Neptune-like,Transit,5.48 Earths,2014,0.25 AU,44.6 days,0.0
5557,0.232 x Jupiter,Neptune-like,Transit,7.27 Earths,2014,0.181 AU,27.4 days,0.0
5558,1.38 x Earth,Super Earth,Transit,2.48 Earths,2014,0.052 AU,4.2 days,0.0
5559,2.23 x Earth,Super Earth,Transit,40 Earths,2012,0.0827 AU,8.7 days,0.0
5560,1.94 x Earth,Super Earth,Transit,24.6 Earths,2014,0.051 AU,5.2 days,0.0
5561,2.36 x Earth,Super Earth,Transit,11.4 Earths,2012,0.11796 AU,20.1 days,0.0
5562,0.22 x Jupiter,Neptune-like,Transit,6.66 Earths,2014,0.063 AU,5.9 days,0.0
5563,1.77 x Earth,Super Earth,Transit,3.78 Earths,2014,0.034 AU,2.4 days,0.0
5564,0.476 x Jupiter,Neptune-like,Transit,13.9 Earths,2012,0.2626 AU,51.5 days,0.01
5565,1.21 x Earth,Super Earth,Transit,1.92 Earths,2014,0.128 AU,20.8 days,0.0
5566,0.211 x Jupiter,Neptune-like,Transit,4.3 Earths,2012,0.08347 AU,12 days,0.0
5567,2.42 x Earth,Super Earth,Transit,17.2 Earths,2012,0.0522 AU,6 days,0.0
5568,0.96 x Jupiter,Gas Giant,Transit,0.63 Jupiters,2013,0.0781 AU,7.3 days,0.0
5569,1.71 x Earth,Super Earth,Transit,3.57 Earths,2013,0.64 AU,242.5 days,0.14
5570,2.24 x Earth,Neptune-like,Transit,5.65 Earths,2013,0.094 AU,13.7 days,0.16
5571,0.979 x Earth,Super Earth,Transit,1.3 Earths,2013,0.09008 AU,9.6 days,< 0.099
5572,0.209 x Jupiter,Neptune-like,Transit,6.08 Earths,2014,0.057 AU,4.8 days,0.0
5573,1.62 x Earth,Super Earth,Transit,3.26 Earths,2014,0.036 AU,2.5 days,0.0
5574,1.09 x Earth,Super Earth,Transit,1.32 Earths,2014,0.133 AU,16.3 days,0.0
5575,1.29 x Earth,Super Earth,Transit,18.3 Earths,2014,0.062 AU,6 days,0.0
5576,1.26 x Earth,Super Earth,Transit,2.13 Earths,2014,0.048 AU,4.1 days,0.0
5577,0.262 x Jupiter,Neptune-like,Transit,8.96 Earths,2014,0.032 AU,2.5 days,0.0
5578,0.277 x Jupiter,Neptune-like,Transit,9.8 Earths,2014,0.231 AU,41.7 days,0.0
5579,0.429 x Jupiter,Neptune-like,Transit,5.1 Earths,2013,0.066 AU,5.4 days,0.47
5580,0.319 x Jupiter,Neptune-like,Transit,5.54022 Earths,2014,0.257 AU,51.8 days,0.0
5581,3.1 x Earth,Super Earth,Transit,19.6 Earths,2014,0.094 AU,11.4 days,0.0
5582,0.486 x Jupiter,Neptune-like,Transit,38 Earths,2014,0.6639 AU,179.6 days,< 0.095
5583,0.861 x Earth,Super Earth,Transit,4.3 Earths,2014,0.1656 AU,27.5 days,< 0.1
5584,2.17 x Earth,Neptune-like,Transit,4.7 Earths,2013,0.1162 AU,16.1 days,< 0.089
